Community,Randomization,Motif,CountMotif
C10R2,763,Motif4,0
C10R2,763,Motif5,1
C10R2,763,Motif6,0
C10R2,763,Motif7,0
C10R2,764,Motif1,0
C10R2,764,Motif2,0
C10R2,764,Motif3,0
C10R2,764,Motif4,1
C10R2,764,Motif5,0
C10R2,764,Motif6,0
C10R2,764,Motif7,0
C10R2,765,Motif1,0
C10R2,765,Motif2,0
C10R2,765,Motif3,0
C10R2,765,Motif4,0
C10R2,765,Motif5,1
C10R2,765,Motif6,0
C10R2,765,Motif7,0
C10R2,766,Motif1,0
C10R2,766,Motif2,0
C10R2,766,Motif3,1
C10R2,766,Motif4,0
C10R2,766,Motif5,0
C10R2,766,Motif6,0
C10R2,766,Motif7,0
C10R2,767,Motif1,0
C10R2,767,Motif2,0
C10R2,767,Motif3,0
C10R2,767,Motif4,0
C10R2,767,Motif5,1
C10R2,767,Motif6,0
C10R2,767,Motif7,0
C10R2,768,Motif1,0
C10R2,768,Motif2,0
C10R2,768,Motif3,0
C10R2,768,Motif4,1
C10R2,768,Motif5,0
C10R2,768,Motif6,0
C10R2,768,Motif7,0
C10R2,769,Motif1,0
C10R2,769,Motif2,0
C10R2,769,Motif3,0
C10R2,769,Motif4,0
C10R2,769,Motif5,1
C10R2,769,Motif6,0
C10R2,769,Motif7,0
C10R2,770,Motif1,0
C10R2,770,Motif2,0
C10R2,770,Motif3,0
C10R2,770,Motif4,1
C10R2,770,Motif5,0
C10R2,770,Motif6,0
C10R2,770,Motif7,0
C10R2,771,Motif1,0
C10R2,771,Motif2,0
C10R2,771,Motif3,0
C10R2,771,Motif4,0
C10R2,771,Motif5,1
C10R2,771,Motif6,0
C10R2,771,Motif7,0
C10R2,772,Motif1,0
C10R2,772,Motif2,0
C10R2,772,Motif3,0
C10R2,772,Motif4,0
C10R2,772,Motif5,1
C10R2,772,Motif6,0
C10R2,772,Motif7,0
C10R2,773,Motif1,0
C10R2,773,Motif2,0
C10R2,773,Motif3,0
C10R2,773,Motif4,0
C10R2,773,Motif5,1
C10R2,773,Motif6,0
C10R2,773,Motif7,0
C10R2,774,Motif1,0
C10R2,774,Motif2,0
C10R2,774,Motif3,1
C10R2,774,Motif4,0
C10R2,774,Motif5,0
C10R2,774,Motif6,0
C10R2,774,Motif7,0
C10R2,775,Motif1,0
C10R2,775,Motif2,0
C10R2,775,Motif3,1
C10R2,775,Motif4,0
C10R2,775,Motif5,0
C10R2,775,Motif6,0
C10R2,775,Motif7,0
C10R2,776,Motif1,0
C10R2,776,Motif2,0
C10R2,776,Motif3,0
C10R2,776,Motif4,1
C10R2,776,Motif5,0
C10R2,776,Motif6,0
C10R2,776,Motif7,0
C10R2,777,Motif1,0
C10R2,777,Motif2,0
C10R2,777,Motif3,1
C10R2,777,Motif4,0
C10R2,777,Motif5,0
C10R2,777,Motif6,0
C10R2,777,Motif7,0
C10R2,778,Motif1,0
C10R2,778,Motif2,0
C10R2,778,Motif3,0
C10R2,778,Motif4,1
C10R2,778,Motif5,0
C10R2,778,Motif6,0
C10R2,778,Motif7,0
C10R2,779,Motif1,0
C10R2,779,Motif2,0
C10R2,779,Motif3,0
C10R2,779,Motif4,0
C10R2,779,Motif5,1
C10R2,779,Motif6,0
C10R2,779,Motif7,0
C10R2,780,Motif1,0
C10R2,780,Motif2,0
C10R2,780,Motif3,0
C10R2,780,Motif4,1
C10R2,780,Motif5,0
C10R2,780,Motif6,0
C10R2,780,Motif7,0
C10R2,781,Motif1,0
C10R2,781,Motif2,0
C10R2,781,Motif3,0
C10R2,781,Motif4,1
C10R2,781,Motif5,0
C10R2,781,Motif6,0
C10R2,781,Motif7,0
C10R2,782,Motif1,0
C10R2,782,Motif2,0
C10R2,782,Motif3,0
C10R2,782,Motif4,0
C10R2,782,Motif5,1
C10R2,782,Motif6,0
C10R2,782,Motif7,0
C10R2,783,Motif1,0
C10R2,783,Motif2,0
C10R2,783,Motif3,0
C10R2,783,Motif4,0
C10R2,783,Motif5,1
C10R2,783,Motif6,0
C10R2,783,Motif7,0
C10R2,784,Motif1,0
C10R2,784,Motif2,0
C10R2,784,Motif3,0
C10R2,784,Motif4,0
C10R2,784,Motif5,1
C10R2,784,Motif6,0
C10R2,784,Motif7,0
C10R2,785,Motif1,0
C10R2,785,Motif2,0
C10R2,785,Motif3,0
C10R2,785,Motif4,1
C10R2,785,Motif5,0
C10R2,785,Motif6,0
C10R2,785,Motif7,0
C10R2,786,Motif1,0
C10R2,786,Motif2,0
C10R2,786,Motif3,0
C10R2,786,Motif4,1
C10R2,786,Motif5,0
C10R2,786,Motif6,0
C10R2,786,Motif7,0
C10R2,787,Motif1,0
C10R2,787,Motif2,0
C10R2,787,Motif3,1
C10R2,787,Motif4,0
C10R2,787,Motif5,0
C10R2,787,Motif6,0
C10R2,787,Motif7,0
C10R2,788,Motif1,0
C10R2,788,Motif2,0
C10R2,788,Motif3,0
C10R2,788,Motif4,1
C10R2,788,Motif5,0
C10R2,788,Motif6,0
C10R2,788,Motif7,0
C10R2,789,Motif1,0
C10R2,789,Motif2,0
C10R2,789,Motif3,0
C10R2,789,Motif4,1
C10R2,789,Motif5,0
C10R2,789,Motif6,0
C10R2,789,Motif7,0
C10R2,790,Motif1,0
C10R2,790,Motif2,0
C10R2,790,Motif3,0
C10R2,790,Motif4,1
C10R2,790,Motif5,0
C10R2,790,Motif6,0
C10R2,790,Motif7,0
C10R2,791,Motif1,0
C10R2,791,Motif2,0
C10R2,791,Motif3,0
C10R2,791,Motif4,1
C10R2,791,Motif5,0
C10R2,791,Motif6,0
C10R2,791,Motif7,0
C10R2,792,Motif1,0
C10R2,792,Motif2,0
C10R2,792,Motif3,0
C10R2,792,Motif4,0
C10R2,792,Motif5,1
C10R2,792,Motif6,0
C10R2,792,Motif7,0
C10R2,793,Motif1,0
C10R2,793,Motif2,0
C10R2,793,Motif3,0
C10R2,793,Motif4,0
C10R2,793,Motif5,1
C10R2,793,Motif6,0
C10R2,793,Motif7,0
C10R2,794,Motif1,0
C10R2,794,Motif2,0
C10R2,794,Motif3,1
C10R2,794,Motif4,0
C10R2,794,Motif5,0
C10R2,794,Motif6,0
C10R2,794,Motif7,0
C10R2,795,Motif1,0
C10R2,795,Motif2,0
C10R2,795,Motif3,1
C10R2,795,Motif4,0
C10R2,795,Motif5,0
C10R2,795,Motif6,0
C10R2,795,Motif7,0
C10R2,796,Motif1,0
C10R2,796,Motif2,0
C10R2,796,Motif3,0
C10R2,796,Motif4,0
C10R2,796,Motif5,1
C10R2,796,Motif6,0
C10R2,796,Motif7,0
C10R2,797,Motif1,0
C10R2,797,Motif2,0
C10R2,797,Motif3,0
C10R2,797,Motif4,0
C10R2,797,Motif5,1
C10R2,797,Motif6,0
C10R2,797,Motif7,0
C10R2,798,Motif1,0
C10R2,798,Motif2,0
C10R2,798,Motif3,0
C10R2,798,Motif4,1
C10R2,798,Motif5,0
C10R2,798,Motif6,0
C10R2,798,Motif7,0
C10R2,799,Motif1,0
C10R2,799,Motif2,0
C10R2,799,Motif3,0
C10R2,799,Motif4,1
C10R2,799,Motif5,0
C10R2,799,Motif6,0
C10R2,799,Motif7,0
C10R2,800,Motif1,0
C10R2,800,Motif2,0
C10R2,800,Motif3,0
C10R2,800,Motif4,1
C10R2,800,Motif5,0
C10R2,800,Motif6,0
C10R2,800,Motif7,0
C10R2,801,Motif1,0
C10R2,801,Motif2,0
C10R2,801,Motif3,0
C10R2,801,Motif4,1
C10R2,801,Motif5,0
C10R2,801,Motif6,0
C10R2,801,Motif7,0
C10R2,802,Motif1,0
C10R2,802,Motif2,0
C10R2,802,Motif3,0
C10R2,802,Motif4,0
C10R2,802,Motif5,1
C10R2,802,Motif6,0
C10R2,802,Motif7,0
C10R2,803,Motif1,0
C10R2,803,Motif2,0
C10R2,803,Motif3,0
C10R2,803,Motif4,1
C10R2,803,Motif5,0
C10R2,803,Motif6,0
C10R2,803,Motif7,0
C10R2,804,Motif1,0
C10R2,804,Motif2,0
C10R2,804,Motif3,0
C10R2,804,Motif4,0
C10R2,804,Motif5,1
C10R2,804,Motif6,0
C10R2,804,Motif7,0
C10R2,805,Motif1,0
C10R2,805,Motif2,0
C10R2,805,Motif3,0
C10R2,805,Motif4,1
C10R2,805,Motif5,0
C10R2,805,Motif6,0
C10R2,805,Motif7,0
C10R2,806,Motif1,0
C10R2,806,Motif2,0
C10R2,806,Motif3,0
C10R2,806,Motif4,1
C10R2,806,Motif5,0
C10R2,806,Motif6,0
C10R2,806,Motif7,0
C10R2,807,Motif1,0
C10R2,807,Motif2,0
C10R2,807,Motif3,0
C10R2,807,Motif4,1
C10R2,807,Motif5,0
C10R2,807,Motif6,0
C10R2,807,Motif7,0
C10R2,808,Motif1,0
C10R2,808,Motif2,0
C10R2,808,Motif3,0
C10R2,808,Motif4,1
C10R2,808,Motif5,0
C10R2,808,Motif6,0
C10R2,808,Motif7,0
C10R2,809,Motif1,0
C10R2,809,Motif2,0
C10R2,809,Motif3,1
C10R2,809,Motif4,0
C10R2,809,Motif5,0
C10R2,809,Motif6,0
C10R2,809,Motif7,0
C10R2,810,Motif1,0
C10R2,810,Motif2,0
C10R2,810,Motif3,0
C10R2,810,Motif4,0
C10R2,810,Motif5,1
C10R2,810,Motif6,0
C10R2,810,Motif7,0
C10R2,811,Motif1,0
C10R2,811,Motif2,0
C10R2,811,Motif3,0
C10R2,811,Motif4,1
C10R2,811,Motif5,0
C10R2,811,Motif6,0
C10R2,811,Motif7,0
C10R2,812,Motif1,0
C10R2,812,Motif2,0
C10R2,812,Motif3,0
C10R2,812,Motif4,1
C10R2,812,Motif5,0
C10R2,812,Motif6,0
C10R2,812,Motif7,0
C10R2,813,Motif1,0
C10R2,813,Motif2,0
C10R2,813,Motif3,0
C10R2,813,Motif4,1
C10R2,813,Motif5,0
C10R2,813,Motif6,0
C10R2,813,Motif7,0
C10R2,814,Motif1,0
C10R2,814,Motif2,0
C10R2,814,Motif3,0
C10R2,814,Motif4,0
C10R2,814,Motif5,1
C10R2,814,Motif6,0
C10R2,814,Motif7,0
C10R2,815,Motif1,0
C10R2,815,Motif2,0
C10R2,815,Motif3,1
C10R2,815,Motif4,0
C10R2,815,Motif5,0
C10R2,815,Motif6,0
C10R2,815,Motif7,0
C10R2,816,Motif1,0
C10R2,816,Motif2,0
C10R2,816,Motif3,0
C10R2,816,Motif4,1
C10R2,816,Motif5,0
C10R2,816,Motif6,0
C10R2,816,Motif7,0
C10R2,817,Motif1,0
C10R2,817,Motif2,0
C10R2,817,Motif3,1
C10R2,817,Motif4,0
C10R2,817,Motif5,0
C10R2,817,Motif6,0
C10R2,817,Motif7,0
C10R2,818,Motif1,0
C10R2,818,Motif2,0
C10R2,818,Motif3,1
C10R2,818,Motif4,0
C10R2,818,Motif5,0
C10R2,818,Motif6,0
C10R2,818,Motif7,0
C10R2,819,Motif1,0
C10R2,819,Motif2,0
C10R2,819,Motif3,0
C10R2,819,Motif4,1
C10R2,819,Motif5,0
C10R2,819,Motif6,0
C10R2,819,Motif7,0
C10R2,820,Motif1,0
C10R2,820,Motif2,0
C10R2,820,Motif3,0
C10R2,820,Motif4,0
C10R2,820,Motif5,1
C10R2,820,Motif6,0
C10R2,820,Motif7,0
C10R2,821,Motif1,0
C10R2,821,Motif2,0
C10R2,821,Motif3,0
C10R2,821,Motif4,1
C10R2,821,Motif5,0
C10R2,821,Motif6,0
C10R2,821,Motif7,0
C10R2,822,Motif1,0
C10R2,822,Motif2,0
C10R2,822,Motif3,1
C10R2,822,Motif4,0
C10R2,822,Motif5,0
C10R2,822,Motif6,0
C10R2,822,Motif7,0
C10R2,823,Motif1,0
C10R2,823,Motif2,0
C10R2,823,Motif3,0
C10R2,823,Motif4,1
C10R2,823,Motif5,0
C10R2,823,Motif6,0
C10R2,823,Motif7,0
C10R2,824,Motif1,0
C10R2,824,Motif2,0
C10R2,824,Motif3,0
C10R2,824,Motif4,1
C10R2,824,Motif5,0
C10R2,824,Motif6,0
C10R2,824,Motif7,0
C10R2,825,Motif1,0
C10R2,825,Motif2,0
C10R2,825,Motif3,0
C10R2,825,Motif4,1
C10R2,825,Motif5,0
C10R2,825,Motif6,0
C10R2,825,Motif7,0
C10R2,826,Motif1,0
C10R2,826,Motif2,0
C10R2,826,Motif3,0
C10R2,826,Motif4,0
C10R2,826,Motif5,1
C10R2,826,Motif6,0
C10R2,826,Motif7,0
C10R2,827,Motif1,0
C10R2,827,Motif2,0
C10R2,827,Motif3,0
C10R2,827,Motif4,1
C10R2,827,Motif5,0
C10R2,827,Motif6,0
C10R2,827,Motif7,0
C10R2,828,Motif1,0
C10R2,828,Motif2,0
C10R2,828,Motif3,0
C10R2,828,Motif4,0
C10R2,828,Motif5,1
C10R2,828,Motif6,0
C10R2,828,Motif7,0
C10R2,829,Motif1,0
C10R2,829,Motif2,0
C10R2,829,Motif3,1
C10R2,829,Motif4,0
C10R2,829,Motif5,0
C10R2,829,Motif6,0
C10R2,829,Motif7,0
C10R2,830,Motif1,0
C10R2,830,Motif2,0
C10R2,830,Motif3,1
C10R2,830,Motif4,0
C10R2,830,Motif5,0
C10R2,830,Motif6,0
C10R2,830,Motif7,0
C10R2,831,Motif1,0
C10R2,831,Motif2,0
C10R2,831,Motif3,0
C10R2,831,Motif4,1
C10R2,831,Motif5,0
C10R2,831,Motif6,0
C10R2,831,Motif7,0
C10R2,832,Motif1,0
C10R2,832,Motif2,0
C10R2,832,Motif3,0
C10R2,832,Motif4,1
C10R2,832,Motif5,0
C10R2,832,Motif6,0
C10R2,832,Motif7,0
C10R2,833,Motif1,0
C10R2,833,Motif2,0
C10R2,833,Motif3,0
C10R2,833,Motif4,0
C10R2,833,Motif5,1
C10R2,833,Motif6,0
C10R2,833,Motif7,0
C10R2,834,Motif1,0
C10R2,834,Motif2,0
C10R2,834,Motif3,1
C10R2,834,Motif4,0
C10R2,834,Motif5,0
C10R2,834,Motif6,0
C10R2,834,Motif7,0
C10R2,835,Motif1,0
C10R2,835,Motif2,0
C10R2,835,Motif3,0
C10R2,835,Motif4,0
C10R2,835,Motif5,1
C10R2,835,Motif6,0
C10R2,835,Motif7,0
C10R2,836,Motif1,0
C10R2,836,Motif2,0
C10R2,836,Motif3,0
C10R2,836,Motif4,1
C10R2,836,Motif5,0
C10R2,836,Motif6,0
C10R2,836,Motif7,0
C10R2,837,Motif1,0
C10R2,837,Motif2,0
C10R2,837,Motif3,0
C10R2,837,Motif4,1
C10R2,837,Motif5,0
C10R2,837,Motif6,0
C10R2,837,Motif7,0
C10R2,838,Motif1,0
C10R2,838,Motif2,0
C10R2,838,Motif3,0
C10R2,838,Motif4,0
C10R2,838,Motif5,1
C10R2,838,Motif6,0
C10R2,838,Motif7,0
C10R2,839,Motif1,0
C10R2,839,Motif2,0
C10R2,839,Motif3,0
C10R2,839,Motif4,1
C10R2,839,Motif5,0
C10R2,839,Motif6,0
C10R2,839,Motif7,0
C10R2,840,Motif1,0
C10R2,840,Motif2,0
C10R2,840,Motif3,0
C10R2,840,Motif4,1
C10R2,840,Motif5,0
C10R2,840,Motif6,0
C10R2,840,Motif7,0
C10R2,841,Motif1,0
C10R2,841,Motif2,0
C10R2,841,Motif3,0
C10R2,841,Motif4,0
C10R2,841,Motif5,1
C10R2,841,Motif6,0
C10R2,841,Motif7,0
C10R2,842,Motif1,0
C10R2,842,Motif2,0
C10R2,842,Motif3,0
C10R2,842,Motif4,1
C10R2,842,Motif5,0
C10R2,842,Motif6,0
C10R2,842,Motif7,0
C10R2,843,Motif1,0
C10R2,843,Motif2,0
C10R2,843,Motif3,0
C10R2,843,Motif4,1
C10R2,843,Motif5,0
C10R2,843,Motif6,0
C10R2,843,Motif7,0
C10R2,844,Motif1,0
C10R2,844,Motif2,0
C10R2,844,Motif3,0
C10R2,844,Motif4,1
C10R2,844,Motif5,0
C10R2,844,Motif6,0
C10R2,844,Motif7,0
C10R2,845,Motif1,0
C10R2,845,Motif2,0
C10R2,845,Motif3,0
C10R2,845,Motif4,1
C10R2,845,Motif5,0
C10R2,845,Motif6,0
C10R2,845,Motif7,0
C10R2,846,Motif1,0
C10R2,846,Motif2,0
C10R2,846,Motif3,1
C10R2,846,Motif4,0
C10R2,846,Motif5,0
C10R2,846,Motif6,0
C10R2,846,Motif7,0
C10R2,847,Motif1,0
C10R2,847,Motif2,0
C10R2,847,Motif3,0
C10R2,847,Motif4,1
C10R2,847,Motif5,0
C10R2,847,Motif6,0
C10R2,847,Motif7,0
C10R2,848,Motif1,0
C10R2,848,Motif2,0
C10R2,848,Motif3,0
C10R2,848,Motif4,1
C10R2,848,Motif5,0
C10R2,848,Motif6,0
C10R2,848,Motif7,0
C10R2,849,Motif1,0
C10R2,849,Motif2,0
C10R2,849,Motif3,1
C10R2,849,Motif4,0
C10R2,849,Motif5,0
C10R2,849,Motif6,0
C10R2,849,Motif7,0
C10R2,850,Motif1,0
C10R2,850,Motif2,0
C10R2,850,Motif3,0
C10R2,850,Motif4,0
C10R2,850,Motif5,1
C10R2,850,Motif6,0
C10R2,850,Motif7,0
C10R2,851,Motif1,0
C10R2,851,Motif2,0
C10R2,851,Motif3,0
C10R2,851,Motif4,0
C10R2,851,Motif5,1
C10R2,851,Motif6,0
C10R2,851,Motif7,0
C10R2,852,Motif1,0
C10R2,852,Motif2,0
C10R2,852,Motif3,1
C10R2,852,Motif4,0
C10R2,852,Motif5,0
C10R2,852,Motif6,0
C10R2,852,Motif7,0
C10R2,853,Motif1,0
C10R2,853,Motif2,0
C10R2,853,Motif3,1
C10R2,853,Motif4,0
C10R2,853,Motif5,0
C10R2,853,Motif6,0
C10R2,853,Motif7,0
C10R2,854,Motif1,0
C10R2,854,Motif2,0
C10R2,854,Motif3,0
C10R2,854,Motif4,1
C10R2,854,Motif5,0
C10R2,854,Motif6,0
C10R2,854,Motif7,0
C10R2,855,Motif1,0
C10R2,855,Motif2,0
C10R2,855,Motif3,0
C10R2,855,Motif4,0
C10R2,855,Motif5,1
C10R2,855,Motif6,0
C10R2,855,Motif7,0
C10R2,856,Motif1,0
C10R2,856,Motif2,0
C10R2,856,Motif3,0
C10R2,856,Motif4,1
C10R2,856,Motif5,0
C10R2,856,Motif6,0
C10R2,856,Motif7,0
C10R2,857,Motif1,0
C10R2,857,Motif2,0
C10R2,857,Motif3,0
C10R2,857,Motif4,0
C10R2,857,Motif5,1
C10R2,857,Motif6,0
C10R2,857,Motif7,0
C10R2,858,Motif1,0
C10R2,858,Motif2,0
C10R2,858,Motif3,0
C10R2,858,Motif4,1
C10R2,858,Motif5,0
C10R2,858,Motif6,0
C10R2,858,Motif7,0
C10R2,859,Motif1,0
C10R2,859,Motif2,0
C10R2,859,Motif3,1
C10R2,859,Motif4,0
C10R2,859,Motif5,0
C10R2,859,Motif6,0
C10R2,859,Motif7,0
C10R2,860,Motif1,0
C10R2,860,Motif2,0
C10R2,860,Motif3,0
C10R2,860,Motif4,1
C10R2,860,Motif5,0
C10R2,860,Motif6,0
C10R2,860,Motif7,0
C10R2,861,Motif1,0
C10R2,861,Motif2,0
C10R2,861,Motif3,0
C10R2,861,Motif4,1
C10R2,861,Motif5,0
C10R2,861,Motif6,0
C10R2,861,Motif7,0
C10R2,862,Motif1,0
C10R2,862,Motif2,0
C10R2,862,Motif3,0
C10R2,862,Motif4,0
C10R2,862,Motif5,1
C10R2,862,Motif6,0
C10R2,862,Motif7,0
C10R2,863,Motif1,0
C10R2,863,Motif2,0
C10R2,863,Motif3,0
C10R2,863,Motif4,0
C10R2,863,Motif5,1
C10R2,863,Motif6,0
C10R2,863,Motif7,0
C10R2,864,Motif1,0
C10R2,864,Motif2,0
C10R2,864,Motif3,1
C10R2,864,Motif4,0
C10R2,864,Motif5,0
C10R2,864,Motif6,0
C10R2,864,Motif7,0
C10R2,865,Motif1,0
C10R2,865,Motif2,0
C10R2,865,Motif3,0
C10R2,865,Motif4,1
C10R2,865,Motif5,0
C10R2,865,Motif6,0
C10R2,865,Motif7,0
C10R2,866,Motif1,0
C10R2,866,Motif2,0
C10R2,866,Motif3,0
C10R2,866,Motif4,1
C10R2,866,Motif5,0
C10R2,866,Motif6,0
C10R2,866,Motif7,0
C10R2,867,Motif1,0
C10R2,867,Motif2,0
C10R2,867,Motif3,1
C10R2,867,Motif4,0
C10R2,867,Motif5,0
C10R2,867,Motif6,0
C10R2,867,Motif7,0
C10R2,868,Motif1,0
C10R2,868,Motif2,0
C10R2,868,Motif3,0
C10R2,868,Motif4,1
C10R2,868,Motif5,0
C10R2,868,Motif6,0
C10R2,868,Motif7,0
C10R2,869,Motif1,0
C10R2,869,Motif2,0
C10R2,869,Motif3,0
C10R2,869,Motif4,1
C10R2,869,Motif5,0
C10R2,869,Motif6,0
C10R2,869,Motif7,0
C10R2,870,Motif1,0
C10R2,870,Motif2,0
C10R2,870,Motif3,1
C10R2,870,Motif4,0
C10R2,870,Motif5,0
C10R2,870,Motif6,0
C10R2,870,Motif7,0
C10R2,871,Motif1,0
C10R2,871,Motif2,0
C10R2,871,Motif3,1
C10R2,871,Motif4,0
C10R2,871,Motif5,0
C10R2,871,Motif6,0
C10R2,871,Motif7,0
C10R2,872,Motif1,0
C10R2,872,Motif2,0
C10R2,872,Motif3,0
C10R2,872,Motif4,1
C10R2,872,Motif5,0
C10R2,872,Motif6,0
C10R2,872,Motif7,0
C10R2,873,Motif1,0
C10R2,873,Motif2,0
C10R2,873,Motif3,1
C10R2,873,Motif4,0
C10R2,873,Motif5,0
C10R2,873,Motif6,0
C10R2,873,Motif7,0
C10R2,874,Motif1,0
C10R2,874,Motif2,0
C10R2,874,Motif3,0
C10R2,874,Motif4,0
C10R2,874,Motif5,1
C10R2,874,Motif6,0
C10R2,874,Motif7,0
C10R2,875,Motif1,0
C10R2,875,Motif2,0
C10R2,875,Motif3,0
C10R2,875,Motif4,0
C10R2,875,Motif5,1
C10R2,875,Motif6,0
C10R2,875,Motif7,0
C10R2,876,Motif1,0
C10R2,876,Motif2,0
C10R2,876,Motif3,1
C10R2,876,Motif4,0
C10R2,876,Motif5,0
C10R2,876,Motif6,0
C10R2,876,Motif7,0
C10R2,877,Motif1,0
C10R2,877,Motif2,0
C10R2,877,Motif3,0
C10R2,877,Motif4,1
C10R2,877,Motif5,0
C10R2,877,Motif6,0
C10R2,877,Motif7,0
C10R2,878,Motif1,0
C10R2,878,Motif2,0
C10R2,878,Motif3,0
C10R2,878,Motif4,0
C10R2,878,Motif5,1
C10R2,878,Motif6,0
C10R2,878,Motif7,0
C10R2,879,Motif1,0
C10R2,879,Motif2,0
C10R2,879,Motif3,0
C10R2,879,Motif4,1
C10R2,879,Motif5,0
C10R2,879,Motif6,0
C10R2,879,Motif7,0
C10R2,880,Motif1,0
C10R2,880,Motif2,0
C10R2,880,Motif3,0
C10R2,880,Motif4,1
C10R2,880,Motif5,0
C10R2,880,Motif6,0
C10R2,880,Motif7,0
C10R2,881,Motif1,0
C10R2,881,Motif2,0
C10R2,881,Motif3,1
C10R2,881,Motif4,0
C10R2,881,Motif5,0
C10R2,881,Motif6,0
C10R2,881,Motif7,0
C10R2,882,Motif1,0
C10R2,882,Motif2,0
C10R2,882,Motif3,0
C10R2,882,Motif4,1
C10R2,882,Motif5,0
C10R2,882,Motif6,0
C10R2,882,Motif7,0
C10R2,883,Motif1,0
C10R2,883,Motif2,0
C10R2,883,Motif3,0
C10R2,883,Motif4,1
C10R2,883,Motif5,0
C10R2,883,Motif6,0
C10R2,883,Motif7,0
C10R2,884,Motif1,0
C10R2,884,Motif2,0
C10R2,884,Motif3,1
C10R2,884,Motif4,0
C10R2,884,Motif5,0
C10R2,884,Motif6,0
C10R2,884,Motif7,0
C10R2,885,Motif1,0
C10R2,885,Motif2,0
C10R2,885,Motif3,0
C10R2,885,Motif4,0
C10R2,885,Motif5,1
C10R2,885,Motif6,0
C10R2,885,Motif7,0
C10R2,886,Motif1,0
C10R2,886,Motif2,0
C10R2,886,Motif3,1
C10R2,886,Motif4,0
C10R2,886,Motif5,0
C10R2,886,Motif6,0
C10R2,886,Motif7,0
C10R2,887,Motif1,0
C10R2,887,Motif2,0
C10R2,887,Motif3,0
C10R2,887,Motif4,1
C10R2,887,Motif5,0
C10R2,887,Motif6,0
C10R2,887,Motif7,0
C10R2,888,Motif1,0
C10R2,888,Motif2,0
C10R2,888,Motif3,0
C10R2,888,Motif4,1
C10R2,888,Motif5,0
C10R2,888,Motif6,0
C10R2,888,Motif7,0
C10R2,889,Motif1,0
C10R2,889,Motif2,0
C10R2,889,Motif3,0
C10R2,889,Motif4,1
C10R2,889,Motif5,0
C10R2,889,Motif6,0
C10R2,889,Motif7,0
C10R2,890,Motif1,0
C10R2,890,Motif2,0
C10R2,890,Motif3,0
C10R2,890,Motif4,1
C10R2,890,Motif5,0
C10R2,890,Motif6,0
C10R2,890,Motif7,0
C10R2,891,Motif1,0
C10R2,891,Motif2,0
C10R2,891,Motif3,0
C10R2,891,Motif4,1
C10R2,891,Motif5,0
C10R2,891,Motif6,0
C10R2,891,Motif7,0
C10R2,892,Motif1,0
C10R2,892,Motif2,0
C10R2,892,Motif3,0
C10R2,892,Motif4,0
C10R2,892,Motif5,1
C10R2,892,Motif6,0
C10R2,892,Motif7,0
C10R2,893,Motif1,0
C10R2,893,Motif2,0
C10R2,893,Motif3,1
C10R2,893,Motif4,0
C10R2,893,Motif5,0
C10R2,893,Motif6,0
C10R2,893,Motif7,0
C10R2,894,Motif1,0
C10R2,894,Motif2,0
C10R2,894,Motif3,1
C10R2,894,Motif4,0
C10R2,894,Motif5,0
C10R2,894,Motif6,0
C10R2,894,Motif7,0
C10R2,895,Motif1,0
C10R2,895,Motif2,0
C10R2,895,Motif3,1
C10R2,895,Motif4,0
C10R2,895,Motif5,0
C10R2,895,Motif6,0
C10R2,895,Motif7,0
C10R2,896,Motif1,0
C10R2,896,Motif2,0
C10R2,896,Motif3,0
C10R2,896,Motif4,0
C10R2,896,Motif5,1
C10R2,896,Motif6,0
C10R2,896,Motif7,0
C10R2,897,Motif1,0
C10R2,897,Motif2,0
C10R2,897,Motif3,1
C10R2,897,Motif4,0
C10R2,897,Motif5,0
C10R2,897,Motif6,0
C10R2,897,Motif7,0
C10R2,898,Motif1,0
C10R2,898,Motif2,0
C10R2,898,Motif3,1
C10R2,898,Motif4,0
C10R2,898,Motif5,0
C10R2,898,Motif6,0
C10R2,898,Motif7,0
C10R2,899,Motif1,0
C10R2,899,Motif2,0
C10R2,899,Motif3,0
C10R2,899,Motif4,0
C10R2,899,Motif5,1
C10R2,899,Motif6,0
C10R2,899,Motif7,0
C10R2,900,Motif1,0
C10R2,900,Motif2,0
C10R2,900,Motif3,0
C10R2,900,Motif4,1
C10R2,900,Motif5,0
C10R2,900,Motif6,0
C10R2,900,Motif7,0
C10R2,901,Motif1,0
C10R2,901,Motif2,0
C10R2,901,Motif3,0
C10R2,901,Motif4,1
C10R2,901,Motif5,0
C10R2,901,Motif6,0
C10R2,901,Motif7,0
C10R2,902,Motif1,0
C10R2,902,Motif2,0
C10R2,902,Motif3,0
C10R2,902,Motif4,0
C10R2,902,Motif5,1
C10R2,902,Motif6,0
C10R2,902,Motif7,0
C10R2,903,Motif1,0
C10R2,903,Motif2,0
C10R2,903,Motif3,0
C10R2,903,Motif4,0
C10R2,903,Motif5,1
C10R2,903,Motif6,0
C10R2,903,Motif7,0
C10R2,904,Motif1,0
C10R2,904,Motif2,0
C10R2,904,Motif3,0
C10R2,904,Motif4,1
C10R2,904,Motif5,0
C10R2,904,Motif6,0
C10R2,904,Motif7,0
C10R2,905,Motif1,0
C10R2,905,Motif2,0
C10R2,905,Motif3,0
C10R2,905,Motif4,1
C10R2,905,Motif5,0
C10R2,905,Motif6,0
C10R2,905,Motif7,0
