Community,Richness,Replicate,Motif,Count,Fraction
W19,9,599,2,12,0.14285714285714285
W19,9,599,3,6,0.07142857142857142
W19,9,599,4,22,0.2619047619047619
W19,9,599,5,13,0.15476190476190477
W19,9,599,6,23,0.27380952380952384
W19,9,599,7,6,0.07142857142857142
W19,9,600,1,4,0.047619047619047616
W19,9,600,2,13,0.15476190476190477
W19,9,600,3,7,0.08333333333333333
W19,9,600,4,22,0.2619047619047619
W19,9,600,5,6,0.07142857142857142
W19,9,600,6,26,0.30952380952380953
W19,9,600,7,6,0.07142857142857142
W19,9,601,1,4,0.047619047619047616
W19,9,601,2,8,0.09523809523809523
W19,9,601,3,14,0.16666666666666666
W19,9,601,4,21,0.25
W19,9,601,5,10,0.11904761904761904
W19,9,601,6,21,0.25
W19,9,601,7,6,0.07142857142857142
W19,9,602,1,6,0.07142857142857142
W19,9,602,2,15,0.17857142857142858
W19,9,602,3,3,0.03571428571428571
W19,9,602,4,13,0.15476190476190477
W19,9,602,5,13,0.15476190476190477
W19,9,602,6,26,0.30952380952380953
W19,9,602,7,8,0.09523809523809523
W19,9,603,1,7,0.08333333333333333
W19,9,603,2,6,0.07142857142857142
W19,9,603,3,13,0.15476190476190477
W19,9,603,4,18,0.21428571428571427
W19,9,603,5,11,0.13095238095238096
W19,9,603,6,24,0.2857142857142857
W19,9,603,7,5,0.05952380952380952
W19,9,604,1,3,0.03571428571428571
W19,9,604,2,11,0.13095238095238096
W19,9,604,3,14,0.16666666666666666
W19,9,604,4,18,0.21428571428571427
W19,9,604,5,7,0.08333333333333333
W19,9,604,6,27,0.32142857142857145
W19,9,604,7,4,0.047619047619047616
W19,9,605,1,3,0.03571428571428571
W19,9,605,2,17,0.20238095238095238
W19,9,605,3,7,0.08333333333333333
W19,9,605,4,11,0.13095238095238096
W19,9,605,5,9,0.10714285714285714
W19,9,605,6,33,0.39285714285714285
W19,9,605,7,4,0.047619047619047616
W19,9,606,1,6,0.07142857142857142
W19,9,606,2,10,0.11904761904761904
W19,9,606,3,9,0.10714285714285714
W19,9,606,4,15,0.17857142857142858
W19,9,606,5,8,0.09523809523809523
W19,9,606,6,35,0.4166666666666667
W19,9,606,7,1,0.011904761904761904
W19,9,607,1,5,0.05952380952380952
W19,9,607,2,15,0.17857142857142858
W19,9,607,3,9,0.10714285714285714
W19,9,607,4,14,0.16666666666666666
W19,9,607,5,10,0.11904761904761904
W19,9,607,6,21,0.25
W19,9,607,7,10,0.11904761904761904
W19,9,608,1,1,0.011904761904761904
W19,9,608,2,15,0.17857142857142858
W19,9,608,3,6,0.07142857142857142
W19,9,608,4,19,0.2261904761904762
W19,9,608,5,12,0.14285714285714285
W19,9,608,6,25,0.2976190476190476
W19,9,608,7,6,0.07142857142857142
W19,9,609,1,5,0.05952380952380952
W19,9,609,2,9,0.10714285714285714
W19,9,609,3,9,0.10714285714285714
W19,9,609,4,21,0.25
W19,9,609,5,10,0.11904761904761904
W19,9,609,6,25,0.2976190476190476
W19,9,609,7,5,0.05952380952380952
W19,9,610,1,4,0.047619047619047616
W19,9,610,2,10,0.11904761904761904
W19,9,610,3,9,0.10714285714285714
W19,9,610,4,21,0.25
W19,9,610,5,9,0.10714285714285714
W19,9,610,6,27,0.32142857142857145
W19,9,610,7,4,0.047619047619047616
W19,9,611,1,5,0.05952380952380952
W19,9,611,2,10,0.11904761904761904
W19,9,611,3,8,0.09523809523809523
W19,9,611,4,19,0.2261904761904762
W19,9,611,5,11,0.13095238095238096
W19,9,611,6,26,0.30952380952380953
W19,9,611,7,5,0.05952380952380952
W19,9,612,1,4,0.047619047619047616
W19,9,612,2,9,0.10714285714285714
W19,9,612,3,9,0.10714285714285714
W19,9,612,4,23,0.27380952380952384
W19,9,612,5,8,0.09523809523809523
W19,9,612,6,28,0.3333333333333333
W19,9,612,7,3,0.03571428571428571
W19,9,613,1,6,0.07142857142857142
W19,9,613,2,9,0.10714285714285714
W19,9,613,3,8,0.09523809523809523
W19,9,613,4,20,0.23809523809523808
W19,9,613,5,10,0.11904761904761904
W19,9,613,6,26,0.30952380952380953
W19,9,613,7,5,0.05952380952380952
W19,9,614,1,6,0.07142857142857142
W19,9,614,2,11,0.13095238095238096
W19,9,614,3,12,0.14285714285714285
W19,9,614,4,18,0.21428571428571427
W19,9,614,5,5,0.05952380952380952
W19,9,614,6,26,0.30952380952380953
W19,9,614,7,6,0.07142857142857142
W19,9,615,1,4,0.047619047619047616
W19,9,615,2,13,0.15476190476190477
W19,9,615,3,11,0.13095238095238096
W19,9,615,4,17,0.20238095238095238
W19,9,615,5,8,0.09523809523809523
W19,9,615,6,24,0.2857142857142857
W19,9,615,7,7,0.08333333333333333
W19,9,616,1,4,0.047619047619047616
W19,9,616,2,15,0.17857142857142858
W19,9,616,3,10,0.11904761904761904
W19,9,616,4,17,0.20238095238095238
W19,9,616,5,5,0.05952380952380952
W19,9,616,6,26,0.30952380952380953
W19,9,616,7,7,0.08333333333333333
W19,9,617,1,4,0.047619047619047616
W19,9,617,2,9,0.10714285714285714
W19,9,617,3,10,0.11904761904761904
W19,9,617,4,23,0.27380952380952384
W19,9,617,5,9,0.10714285714285714
W19,9,617,6,24,0.2857142857142857
W19,9,617,7,5,0.05952380952380952
W19,9,618,1,2,0.023809523809523808
W19,9,618,2,14,0.16666666666666666
W19,9,618,3,5,0.05952380952380952
W19,9,618,4,21,0.25
W19,9,618,5,11,0.13095238095238096
W19,9,618,6,25,0.2976190476190476
W19,9,618,7,6,0.07142857142857142
W19,9,619,1,7,0.08333333333333333
W19,9,619,2,10,0.11904761904761904
W19,9,619,3,10,0.11904761904761904
W19,9,619,4,15,0.17857142857142858
W19,9,619,5,11,0.13095238095238096
W19,9,619,6,24,0.2857142857142857
W19,9,619,7,7,0.08333333333333333
W19,9,620,1,3,0.03571428571428571
W19,9,620,2,10,0.11904761904761904
W19,9,620,3,8,0.09523809523809523
W19,9,620,4,21,0.25
W19,9,620,5,11,0.13095238095238096
W19,9,620,6,28,0.3333333333333333
W19,9,620,7,3,0.03571428571428571
W19,9,621,1,4,0.047619047619047616
W19,9,621,2,13,0.15476190476190477
W19,9,621,3,7,0.08333333333333333
W19,9,621,4,21,0.25
W19,9,621,5,4,0.047619047619047616
W19,9,621,6,32,0.38095238095238093
W19,9,621,7,3,0.03571428571428571
W19,9,622,1,1,0.011904761904761904
W19,9,622,2,13,0.15476190476190477
W19,9,622,3,12,0.14285714285714285
W19,9,622,4,17,0.20238095238095238
W19,9,622,5,13,0.15476190476190477
W19,9,622,6,21,0.25
W19,9,622,7,7,0.08333333333333333
W19,9,623,1,8,0.09523809523809523
W19,9,623,2,11,0.13095238095238096
W19,9,623,3,7,0.08333333333333333
W19,9,623,4,17,0.20238095238095238
W19,9,623,5,6,0.07142857142857142
W19,9,623,6,30,0.35714285714285715
W19,9,623,7,5,0.05952380952380952
W19,9,624,1,2,0.023809523809523808
W19,9,624,2,8,0.09523809523809523
W19,9,624,3,16,0.19047619047619047
W19,9,624,4,22,0.2619047619047619
W19,9,624,5,12,0.14285714285714285
W19,9,624,6,17,0.20238095238095238
W19,9,624,7,7,0.08333333333333333
W19,9,625,1,1,0.011904761904761904
W19,9,625,2,17,0.20238095238095238
W19,9,625,3,9,0.10714285714285714
W19,9,625,4,19,0.2261904761904762
W19,9,625,5,5,0.05952380952380952
W19,9,625,6,27,0.32142857142857145
W19,9,625,7,6,0.07142857142857142
W19,9,626,1,4,0.047619047619047616
W19,9,626,2,10,0.11904761904761904
W19,9,626,3,13,0.15476190476190477
W19,9,626,4,23,0.27380952380952384
W19,9,626,5,8,0.09523809523809523
W19,9,626,6,17,0.20238095238095238
W19,9,626,7,9,0.10714285714285714
W19,9,627,1,5,0.05952380952380952
W19,9,627,2,8,0.09523809523809523
W19,9,627,3,8,0.09523809523809523
W19,9,627,4,22,0.2619047619047619
W19,9,627,5,11,0.13095238095238096
W19,9,627,6,26,0.30952380952380953
W19,9,627,7,4,0.047619047619047616
W19,9,628,1,2,0.023809523809523808
W19,9,628,2,16,0.19047619047619047
W19,9,628,3,7,0.08333333333333333
W19,9,628,4,22,0.2619047619047619
W19,9,628,5,5,0.05952380952380952
W19,9,628,6,25,0.2976190476190476
W19,9,628,7,7,0.08333333333333333
W19,9,629,1,3,0.03571428571428571
W19,9,629,2,12,0.14285714285714285
W19,9,629,3,11,0.13095238095238096
W19,9,629,4,22,0.2619047619047619
W19,9,629,5,6,0.07142857142857142
W19,9,629,6,24,0.2857142857142857
W19,9,629,7,6,0.07142857142857142
W19,9,630,1,6,0.07142857142857142
W19,9,630,2,14,0.16666666666666666
W19,9,630,3,2,0.023809523809523808
W19,9,630,4,16,0.19047619047619047
W19,9,630,5,12,0.14285714285714285
W19,9,630,6,27,0.32142857142857145
W19,9,630,7,7,0.08333333333333333
W19,9,631,1,5,0.05952380952380952
W19,9,631,2,14,0.16666666666666666
W19,9,631,3,9,0.10714285714285714
W19,9,631,4,15,0.17857142857142858
W19,9,631,5,8,0.09523809523809523
W19,9,631,6,26,0.30952380952380953
W19,9,631,7,7,0.08333333333333333
W19,9,632,1,6,0.07142857142857142
W19,9,632,2,11,0.13095238095238096
W19,9,632,3,10,0.11904761904761904
W19,9,632,4,12,0.14285714285714285
W19,9,632,5,12,0.14285714285714285
W19,9,632,6,28,0.3333333333333333
W19,9,632,7,5,0.05952380952380952
W19,9,633,1,0,0
W19,9,633,2,14,0.16666666666666666
W19,9,633,3,13,0.15476190476190477
W19,9,633,4,16,0.19047619047619047
W19,9,633,5,8,0.09523809523809523
W19,9,633,6,31,0.36904761904761907
W19,9,633,7,2,0.023809523809523808
W19,9,634,1,5,0.05952380952380952
W19,9,634,2,11,0.13095238095238096
W19,9,634,3,10,0.11904761904761904
W19,9,634,4,20,0.23809523809523808
W19,9,634,5,6,0.07142857142857142
W19,9,634,6,27,0.32142857142857145
W19,9,634,7,5,0.05952380952380952
W19,9,635,1,3,0.03571428571428571
W19,9,635,2,10,0.11904761904761904
W19,9,635,3,15,0.17857142857142858
W19,9,635,4,13,0.15476190476190477
W19,9,635,5,12,0.14285714285714285
W19,9,635,6,28,0.3333333333333333
W19,9,635,7,3,0.03571428571428571
W19,9,636,1,5,0.05952380952380952
W19,9,636,2,11,0.13095238095238096
W19,9,636,3,10,0.11904761904761904
W19,9,636,4,18,0.21428571428571427
W19,9,636,5,7,0.08333333333333333
W19,9,636,6,29,0.34523809523809523
W19,9,636,7,4,0.047619047619047616
W19,9,637,1,6,0.07142857142857142
W19,9,637,2,8,0.09523809523809523
W19,9,637,3,14,0.16666666666666666
W19,9,637,4,19,0.2261904761904762
W19,9,637,5,8,0.09523809523809523
W19,9,637,6,23,0.27380952380952384
W19,9,637,7,6,0.07142857142857142
W19,9,638,1,5,0.05952380952380952
W19,9,638,2,10,0.11904761904761904
W19,9,638,3,14,0.16666666666666666
W19,9,638,4,17,0.20238095238095238
W19,9,638,5,10,0.11904761904761904
W19,9,638,6,20,0.23809523809523808
W19,9,638,7,8,0.09523809523809523
W19,9,639,1,4,0.047619047619047616
W19,9,639,2,14,0.16666666666666666
W19,9,639,3,9,0.10714285714285714
W19,9,639,4,14,0.16666666666666666
W19,9,639,5,11,0.13095238095238096
W19,9,639,6,25,0.2976190476190476
W19,9,639,7,7,0.08333333333333333
W19,9,640,1,3,0.03571428571428571
W19,9,640,2,10,0.11904761904761904
W19,9,640,3,8,0.09523809523809523
W19,9,640,4,21,0.25
W19,9,640,5,11,0.13095238095238096
W19,9,640,6,28,0.3333333333333333
W19,9,640,7,3,0.03571428571428571
W19,9,641,1,6,0.07142857142857142
W19,9,641,2,7,0.08333333333333333
W19,9,641,3,14,0.16666666666666666
W19,9,641,4,18,0.21428571428571427
W19,9,641,5,11,0.13095238095238096
W19,9,641,6,22,0.2619047619047619
W19,9,641,7,6,0.07142857142857142
W19,9,642,1,5,0.05952380952380952
W19,9,642,2,9,0.10714285714285714
W19,9,642,3,11,0.13095238095238096
W19,9,642,4,17,0.20238095238095238
W19,9,642,5,14,0.16666666666666666
W19,9,642,6,21,0.25
W19,9,642,7,7,0.08333333333333333
W19,9,643,1,3,0.03571428571428571
W19,9,643,2,10,0.11904761904761904
W19,9,643,3,7,0.08333333333333333
W19,9,643,4,27,0.32142857142857145
W19,9,643,5,8,0.09523809523809523
W19,9,643,6,24,0.2857142857142857
W19,9,643,7,5,0.05952380952380952
W19,9,644,1,7,0.08333333333333333
W19,9,644,2,11,0.13095238095238096
W19,9,644,3,7,0.08333333333333333
W19,9,644,4,19,0.2261904761904762
W19,9,644,5,7,0.08333333333333333
W19,9,644,6,27,0.32142857142857145
W19,9,644,7,6,0.07142857142857142
W19,9,645,1,2,0.023809523809523808
W19,9,645,2,13,0.15476190476190477
W19,9,645,3,7,0.08333333333333333
W19,9,645,4,24,0.2857142857142857
W19,9,645,5,5,0.05952380952380952
W19,9,645,6,30,0.35714285714285715
W19,9,645,7,3,0.03571428571428571
W19,9,646,1,4,0.047619047619047616
W19,9,646,2,10,0.11904761904761904
W19,9,646,3,16,0.19047619047619047
W19,9,646,4,15,0.17857142857142858
W19,9,646,5,9,0.10714285714285714
W19,9,646,6,25,0.2976190476190476
W19,9,646,7,5,0.05952380952380952
W19,9,647,1,5,0.05952380952380952
W19,9,647,2,14,0.16666666666666666
W19,9,647,3,13,0.15476190476190477
W19,9,647,4,14,0.16666666666666666
W19,9,647,5,5,0.05952380952380952
W19,9,647,6,26,0.30952380952380953
W19,9,647,7,7,0.08333333333333333
W19,9,648,1,3,0.03571428571428571
W19,9,648,2,10,0.11904761904761904
W19,9,648,3,10,0.11904761904761904
W19,9,648,4,20,0.23809523809523808
W19,9,648,5,12,0.14285714285714285
W19,9,648,6,24,0.2857142857142857
W19,9,648,7,5,0.05952380952380952
W19,9,649,1,5,0.05952380952380952
W19,9,649,2,8,0.09523809523809523
W19,9,649,3,10,0.11904761904761904
W19,9,649,4,21,0.25
W19,9,649,5,10,0.11904761904761904
W19,9,649,6,26,0.30952380952380953
W19,9,649,7,4,0.047619047619047616
W19,9,650,1,2,0.023809523809523808
W19,9,650,2,12,0.14285714285714285
W19,9,650,3,7,0.08333333333333333
W19,9,650,4,25,0.2976190476190476
W19,9,650,5,8,0.09523809523809523
W19,9,650,6,25,0.2976190476190476
W19,9,650,7,5,0.05952380952380952
W19,9,651,1,3,0.03571428571428571
W19,9,651,2,12,0.14285714285714285
W19,9,651,3,12,0.14285714285714285
W19,9,651,4,21,0.25
W19,9,651,5,6,0.07142857142857142
W19,9,651,6,24,0.2857142857142857
W19,9,651,7,6,0.07142857142857142
W19,9,652,1,6,0.07142857142857142
W19,9,652,2,7,0.08333333333333333
W19,9,652,3,11,0.13095238095238096
W19,9,652,4,23,0.27380952380952384
W19,9,652,5,8,0.09523809523809523
W19,9,652,6,24,0.2857142857142857
W19,9,652,7,5,0.05952380952380952
W19,9,653,1,2,0.023809523809523808
W19,9,653,2,8,0.09523809523809523
W19,9,653,3,8,0.09523809523809523
W19,9,653,4,32,0.38095238095238093
W19,9,653,5,12,0.14285714285714285
W19,9,653,6,13,0.15476190476190477
W19,9,653,7,9,0.10714285714285714
W19,9,654,1,5,0.05952380952380952
W19,9,654,2,11,0.13095238095238096
W19,9,654,3,7,0.08333333333333333
W19,9,654,4,19,0.2261904761904762
W19,9,654,5,12,0.14285714285714285
W19,9,654,6,23,0.27380952380952384
W19,9,654,7,7,0.08333333333333333
W19,9,655,1,5,0.05952380952380952
W19,9,655,2,11,0.13095238095238096
W19,9,655,3,11,0.13095238095238096
W19,9,655,4,19,0.2261904761904762
W19,9,655,5,6,0.07142857142857142
W19,9,655,6,27,0.32142857142857145
W19,9,655,7,5,0.05952380952380952
W19,9,656,1,2,0.023809523809523808
W19,9,656,2,15,0.17857142857142858
W19,9,656,3,25,0.2976190476190476
W19,9,656,4,6,0.07142857142857142
W19,9,656,5,5,0.05952380952380952
W19,9,656,6,24,0.2857142857142857
W19,9,656,7,7,0.08333333333333333
W19,9,657,1,6,0.07142857142857142
W19,9,657,2,11,0.13095238095238096
W19,9,657,3,7,0.08333333333333333
W19,9,657,4,19,0.2261904761904762
W19,9,657,5,8,0.09523809523809523
W19,9,657,6,28,0.3333333333333333
W19,9,657,7,5,0.05952380952380952
W19,9,658,1,3,0.03571428571428571
W19,9,658,2,17,0.20238095238095238
W19,9,658,3,3,0.03571428571428571
W19,9,658,4,16,0.19047619047619047
W19,9,658,5,13,0.15476190476190477
W19,9,658,6,23,0.27380952380952384
W19,9,658,7,9,0.10714285714285714
W19,9,659,1,6,0.07142857142857142
W19,9,659,2,13,0.15476190476190477
W19,9,659,3,7,0.08333333333333333
W19,9,659,4,17,0.20238095238095238
W19,9,659,5,7,0.08333333333333333
W19,9,659,6,28,0.3333333333333333
W19,9,659,7,6,0.07142857142857142
W19,9,660,1,6,0.07142857142857142
W19,9,660,2,10,0.11904761904761904
W19,9,660,3,9,0.10714285714285714
W19,9,660,4,23,0.27380952380952384
W19,9,660,5,7,0.08333333333333333
W19,9,660,6,21,0.25
W19,9,660,7,8,0.09523809523809523
W19,9,661,1,3,0.03571428571428571
W19,9,661,2,14,0.16666666666666666
W19,9,661,3,6,0.07142857142857142
W19,9,661,4,19,0.2261904761904762
W19,9,661,5,10,0.11904761904761904
W19,9,661,6,26,0.30952380952380953
W19,9,661,7,6,0.07142857142857142
W19,9,662,1,2,0.023809523809523808
W19,9,662,2,12,0.14285714285714285
W19,9,662,3,8,0.09523809523809523
W19,9,662,4,26,0.30952380952380953
W19,9,662,5,5,0.05952380952380952
W19,9,662,6,27,0.32142857142857145
W19,9,662,7,4,0.047619047619047616
W19,9,663,1,5,0.05952380952380952
W19,9,663,2,11,0.13095238095238096
W19,9,663,3,7,0.08333333333333333
W19,9,663,4,18,0.21428571428571427
W19,9,663,5,11,0.13095238095238096
W19,9,663,6,27,0.32142857142857145
W19,9,663,7,5,0.05952380952380952
W19,9,664,1,1,0.011904761904761904
W19,9,664,2,13,0.15476190476190477
W19,9,664,3,10,0.11904761904761904
W19,9,664,4,21,0.25
W19,9,664,5,11,0.13095238095238096
W19,9,664,6,21,0.25
W19,9,664,7,7,0.08333333333333333
W19,9,665,1,4,0.047619047619047616
W19,9,665,2,10,0.11904761904761904
W19,9,665,3,13,0.15476190476190477
W19,9,665,4,13,0.15476190476190477
W19,9,665,5,12,0.14285714285714285
W19,9,665,6,29,0.34523809523809523
W19,9,665,7,3,0.03571428571428571
W19,9,666,1,3,0.03571428571428571
W19,9,666,2,13,0.15476190476190477
W19,9,666,3,9,0.10714285714285714
W19,9,666,4,16,0.19047619047619047
W19,9,666,5,10,0.11904761904761904
W19,9,666,6,29,0.34523809523809523
W19,9,666,7,4,0.047619047619047616
W19,9,667,1,5,0.05952380952380952
W19,9,667,2,6,0.07142857142857142
W19,9,667,3,12,0.14285714285714285
W19,9,667,4,24,0.2857142857142857
W19,9,667,5,11,0.13095238095238096
W19,9,667,6,20,0.23809523809523808
W19,9,667,7,6,0.07142857142857142
W19,9,668,1,0,0
W19,9,668,2,16,0.19047619047619047
W19,9,668,3,17,0.20238095238095238
W19,9,668,4,11,0.13095238095238096
W19,9,668,5,8,0.09523809523809523
W19,9,668,6,27,0.32142857142857145
W19,9,668,7,5,0.05952380952380952
W19,9,669,1,8,0.09523809523809523
W19,9,669,2,8,0.09523809523809523
W19,9,669,3,10,0.11904761904761904
W19,9,669,4,17,0.20238095238095238
W19,9,669,5,8,0.09523809523809523
W19,9,669,6,29,0.34523809523809523
W19,9,669,7,4,0.047619047619047616
W19,9,670,1,4,0.047619047619047616
W19,9,670,2,13,0.15476190476190477
W19,9,670,3,3,0.03571428571428571
W19,9,670,4,21,0.25
W19,9,670,5,10,0.11904761904761904
W19,9,670,6,28,0.3333333333333333
W19,9,670,7,5,0.05952380952380952
W19,9,671,1,4,0.047619047619047616
W19,9,671,2,18,0.21428571428571427
W19,9,671,3,10,0.11904761904761904
W19,9,671,4,18,0.21428571428571427
W19,9,671,5,1,0.011904761904761904
W19,9,671,6,23,0.27380952380952384
W19,9,671,7,10,0.11904761904761904
W19,9,672,1,5,0.05952380952380952
W19,9,672,2,9,0.10714285714285714
W19,9,672,3,8,0.09523809523809523
W19,9,672,4,20,0.23809523809523808
W19,9,672,5,12,0.14285714285714285
W19,9,672,6,25,0.2976190476190476
W19,9,672,7,5,0.05952380952380952
W19,9,673,1,4,0.047619047619047616
W19,9,673,2,14,0.16666666666666666
W19,9,673,3,10,0.11904761904761904
W19,9,673,4,19,0.2261904761904762
W19,9,673,5,4,0.047619047619047616
W19,9,673,6,27,0.32142857142857145
W19,9,673,7,6,0.07142857142857142
W19,9,674,1,2,0.023809523809523808
W19,9,674,2,12,0.14285714285714285
W19,9,674,3,11,0.13095238095238096
W19,9,674,4,22,0.2619047619047619
W19,9,674,5,8,0.09523809523809523
W19,9,674,6,23,0.27380952380952384
W19,9,674,7,6,0.07142857142857142
W19,9,675,1,3,0.03571428571428571
W19,9,675,2,12,0.14285714285714285
W19,9,675,3,7,0.08333333333333333
W19,9,675,4,17,0.20238095238095238
W19,9,675,5,11,0.13095238095238096
W19,9,675,6,32,0.38095238095238093
W19,9,675,7,2,0.023809523809523808
W19,9,676,1,4,0.047619047619047616
W19,9,676,2,9,0.10714285714285714
W19,9,676,3,9,0.10714285714285714
W19,9,676,4,21,0.25
W19,9,676,5,11,0.13095238095238096
W19,9,676,6,26,0.30952380952380953
W19,9,676,7,4,0.047619047619047616
W19,9,677,1,9,0.10714285714285714
W19,9,677,2,5,0.05952380952380952
W19,9,677,3,11,0.13095238095238096
W19,9,677,4,16,0.19047619047619047
W19,9,677,5,12,0.14285714285714285
W19,9,677,6,27,0.32142857142857145
W19,9,677,7,4,0.047619047619047616
W19,9,678,1,5,0.05952380952380952
W19,9,678,2,13,0.15476190476190477
W19,9,678,3,7,0.08333333333333333
W19,9,678,4,16,0.19047619047619047
W19,9,678,5,8,0.09523809523809523
W19,9,678,6,31,0.36904761904761907
W19,9,678,7,4,0.047619047619047616
W19,9,679,1,1,0.011904761904761904
W19,9,679,2,11,0.13095238095238096
W19,9,679,3,12,0.14285714285714285
W19,9,679,4,29,0.34523809523809523
W19,9,679,5,5,0.05952380952380952
W19,9,679,6,19,0.2261904761904762
W19,9,679,7,7,0.08333333333333333
W19,9,680,1,3,0.03571428571428571
W19,9,680,2,14,0.16666666666666666
W19,9,680,3,4,0.047619047619047616
W19,9,680,4,20,0.23809523809523808
W19,9,680,5,10,0.11904761904761904
W19,9,680,6,28,0.3333333333333333
W19,9,680,7,5,0.05952380952380952
W19,9,681,1,2,0.023809523809523808
W19,9,681,2,13,0.15476190476190477
W19,9,681,3,6,0.07142857142857142
W19,9,681,4,22,0.2619047619047619
W19,9,681,5,10,0.11904761904761904
W19,9,681,6,26,0.30952380952380953
W19,9,681,7,5,0.05952380952380952
W19,9,682,1,3,0.03571428571428571
W19,9,682,2,10,0.11904761904761904
W19,9,682,3,8,0.09523809523809523
W19,9,682,4,23,0.27380952380952384
W19,9,682,5,11,0.13095238095238096
W19,9,682,6,24,0.2857142857142857
W19,9,682,7,5,0.05952380952380952
W19,9,683,1,7,0.08333333333333333
W19,9,683,2,14,0.16666666666666666
W19,9,683,3,4,0.047619047619047616
W19,9,683,4,17,0.20238095238095238
W19,9,683,5,6,0.07142857142857142
W19,9,683,6,30,0.35714285714285715
W19,9,683,7,6,0.07142857142857142
W19,9,684,1,4,0.047619047619047616
W19,9,684,2,11,0.13095238095238096
W19,9,684,3,8,0.09523809523809523
W19,9,684,4,22,0.2619047619047619
W19,9,684,5,6,0.07142857142857142
W19,9,684,6,30,0.35714285714285715
W19,9,684,7,3,0.03571428571428571
W19,9,685,1,5,0.05952380952380952
W19,9,685,2,9,0.10714285714285714
W19,9,685,3,9,0.10714285714285714
W19,9,685,4,22,0.2619047619047619
W19,9,685,5,10,0.11904761904761904
W19,9,685,6,23,0.27380952380952384
W19,9,685,7,6,0.07142857142857142
W19,9,686,1,4,0.047619047619047616
W19,9,686,2,15,0.17857142857142858
W19,9,686,3,8,0.09523809523809523
W19,9,686,4,4,0.047619047619047616
W19,9,686,5,22,0.2619047619047619
W19,9,686,6,22,0.2619047619047619
W19,9,686,7,9,0.10714285714285714
W19,9,687,1,3,0.03571428571428571
W19,9,687,2,12,0.14285714285714285
W19,9,687,3,15,0.17857142857142858
W19,9,687,4,19,0.2261904761904762
W19,9,687,5,4,0.047619047619047616
W19,9,687,6,26,0.30952380952380953
W19,9,687,7,5,0.05952380952380952
W19,9,688,1,3,0.03571428571428571
W19,9,688,2,13,0.15476190476190477
W19,9,688,3,8,0.09523809523809523
W19,9,688,4,21,0.25
W19,9,688,5,11,0.13095238095238096
W19,9,688,6,19,0.2261904761904762
W19,9,688,7,9,0.10714285714285714
W19,9,689,1,6,0.07142857142857142
W19,9,689,2,12,0.14285714285714285
W19,9,689,3,9,0.10714285714285714
W19,9,689,4,10,0.11904761904761904
W19,9,689,5,9,0.10714285714285714
W19,9,689,6,37,0.44047619047619047
W19,9,689,7,1,0.011904761904761904
W19,9,690,1,7,0.08333333333333333
W19,9,690,2,10,0.11904761904761904
W19,9,690,3,6,0.07142857142857142
W19,9,690,4,19,0.2261904761904762
W19,9,690,5,9,0.10714285714285714
W19,9,690,6,28,0.3333333333333333
W19,9,690,7,5,0.05952380952380952
W19,9,691,1,6,0.07142857142857142
W19,9,691,2,9,0.10714285714285714
W19,9,691,3,11,0.13095238095238096
W19,9,691,4,19,0.2261904761904762
W19,9,691,5,8,0.09523809523809523
W19,9,691,6,26,0.30952380952380953
W19,9,691,7,5,0.05952380952380952
W19,9,692,1,5,0.05952380952380952
W19,9,692,2,14,0.16666666666666666
W19,9,692,3,11,0.13095238095238096
W19,9,692,4,15,0.17857142857142858
W19,9,692,5,3,0.03571428571428571
W19,9,692,6,32,0.38095238095238093
W19,9,692,7,4,0.047619047619047616
W19,9,693,1,4,0.047619047619047616
W19,9,693,2,9,0.10714285714285714
W19,9,693,3,9,0.10714285714285714
W19,9,693,4,21,0.25
W19,9,693,5,12,0.14285714285714285
W19,9,693,6,24,0.2857142857142857
W19,9,693,7,5,0.05952380952380952
W19,9,694,1,6,0.07142857142857142
W19,9,694,2,11,0.13095238095238096
W19,9,694,3,12,0.14285714285714285
W19,9,694,4,19,0.2261904761904762
W19,9,694,5,6,0.07142857142857142
W19,9,694,6,22,0.2619047619047619
W19,9,694,7,8,0.09523809523809523
W19,9,695,1,6,0.07142857142857142
W19,9,695,2,11,0.13095238095238096
W19,9,695,3,6,0.07142857142857142
W19,9,695,4,16,0.19047619047619047
W19,9,695,5,9,0.10714285714285714
W19,9,695,6,34,0.40476190476190477
W19,9,695,7,2,0.023809523809523808
W19,9,696,1,5,0.05952380952380952
W19,9,696,2,11,0.13095238095238096
W19,9,696,3,13,0.15476190476190477
W19,9,696,4,12,0.14285714285714285
W19,9,696,5,12,0.14285714285714285
W19,9,696,6,25,0.2976190476190476
W19,9,696,7,6,0.07142857142857142
W19,9,697,1,4,0.047619047619047616
W19,9,697,2,10,0.11904761904761904
W19,9,697,3,10,0.11904761904761904
W19,9,697,4,23,0.27380952380952384
W19,9,697,5,8,0.09523809523809523
W19,9,697,6,23,0.27380952380952384
W19,9,697,7,6,0.07142857142857142
W19,9,698,1,5,0.05952380952380952
W19,9,698,2,14,0.16666666666666666
W19,9,698,3,9,0.10714285714285714
W19,9,698,4,19,0.2261904761904762
W19,9,698,5,6,0.07142857142857142
W19,9,698,6,22,0.2619047619047619
W19,9,698,7,9,0.10714285714285714
W19,9,699,1,7,0.08333333333333333
W19,9,699,2,9,0.10714285714285714
W19,9,699,3,11,0.13095238095238096
W19,9,699,4,16,0.19047619047619047
W19,9,699,5,8,0.09523809523809523
